line,station,direction,day_type,time,dest,remark
南北線,さっぽろ,麻生方面,weekend_holiday,20:03,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,20:11,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,20:19,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,20:27,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,20:35,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,20:44,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,20:52,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:00,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:08,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:16,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:24,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:32,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:40,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:48,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,21:56,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,22:04,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,22:12,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,22:20,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,22:28,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,22:36,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,22:44,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,22:53,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,23:01,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,23:10,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,23:17,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,23:25,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,23:33,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,23:41,麻生行き,
南北線,さっぽろ,麻生方面,weekend_holiday,23:50,麻生行き,
